customerID,SeniorCitizen,tenure_x,MonthlyCharges_x,TotalCharges,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,True_Churn,Predicted_Churn_Probability,Contract,InternetService,PaymentMethod,tenure_y,MonthlyCharges_y
4160-AMJTL,1,8,19.65,164.3,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,1,0.23880814,Month-to-month,No,Electronic check,8,19.65
8622-ZLFKO,0,6,90.75,512.25,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0,0.8415636,Month-to-month,Fiber optic,Electronic check,6,90.75
2990-IAJSV,0,72,92.0,6632.75,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0,0.0009733991,Two year,DSL,Bank transfer (automatic),72,92.0
6064-ZATLR,0,27,52.85,1498.65,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0.004263242,Two year,DSL,Bank transfer (automatic),27,52.85
7409-KIUTL,1,1,71.0,71.0,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1,0.8796426,Month-to-month,Fiber optic,Electronic check,1,71.0
5505-OVWQW,0,17,20.15,353.65,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.018542182,One year,No,Mailed check,17,20.15
3948-KXDUF,0,66,68.75,4447.55,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,0,0.012017084,Two year,DSL,Bank transfer (automatic),66,68.75
9814-AOUDH,0,53,19.5,1050.5,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0,0.077798955,Two year,No,Credit card (automatic),53,19.5
7398-LXGYX,0,44,84.8,3626.35,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,0,0.52994996,Month-to-month,Fiber optic,Credit card (automatic),44,84.8
5266-PFRQK,0,52,20.85,1071.6,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0,0.14859311,One year,No,Credit card (automatic),52,20.85
1568-BEKZM,1,70,90.05,6333.4,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0,0.016860392,Two year,DSL,Credit card (automatic),70,90.05
2692-PFYTJ,0,1,25.75,25.75,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,0,0.5367436,Month-to-month,No,Mailed check,1,25.75
2533-QVMSK,0,61,94.1,5638.3,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,True,False,1,0.39317474,Two year,Fiber optic,Electronic check,61,94.1
5828-AVIPD,0,19,100.95,1875.55,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False,True,False,1,0.744297,One year,Fiber optic,Electronic check,19,100.95
2907-ILJBN,0,11,20.6,233.9,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.04195154,One year,No,Mailed check,11,20.6
5226-NOZFC,0,26,85.75,2146.5,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0,0.640051,Month-to-month,Fiber optic,Electronic check,26,85.75
7114-AEOZE,0,60,19.85,1128.1,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0,0.031989466,Two year,No,Bank transfer (automatic),60,19.85
2202-CUYXZ,0,1,84.85,84.85,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,1,0.93178463,Month-to-month,Fiber optic,Electronic check,1,84.85
3466-RITXD,0,26,92.4,2349.8,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,0,0.7937578,Month-to-month,Fiber optic,Credit card (automatic),26,92.4
7278-CKDNC,1,24,80.5,2088.45,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0.6839504,Month-to-month,Fiber optic,Electronic check,24,80.5
1956-YIFGE,0,22,100.05,2090.25,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,True,0,0.840228,One year,Fiber optic,Mailed check,22,100.05
0422-UXFAP,0,51,98.85,4947.55,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0,0.66580683,One year,Fiber optic,Electronic check,51,98.85
3733-UOCWF,1,61,85.55,5251.75,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,0,0.016437912,One year,Fiber optic,Bank transfer (automatic),61,85.55
7191-ADRGF,0,44,54.3,2390.45,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,0,0.12595542,Two year,DSL,Bank transfer (automatic),44,54.3
5709-LVOEQ,0,0,80.85,0.0,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,0,0.026511166,Two year,DSL,Mailed check,0,80.85
6034-YMTOB,0,5,75.65,399.45,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,0,0.46945265,Month-to-month,Fiber optic,Mailed check,5,75.65
6372-RFVNS,0,1,78.8,78.8,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1,0.9528665,Month-to-month,Fiber optic,Electronic check,1,78.8
9052-DHNKM,0,26,61.55,1581.95,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0,0.06878657,One year,DSL,Electronic check,26,61.55
5609-IMCGG,0,15,84.35,1302.65,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,0,0.27473804,Month-to-month,Fiber optic,Credit card (automatic),15,84.35
2959-MJHIC,0,4,80.35,307.4,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,1,0.7320105,Month-to-month,Fiber optic,Electronic check,4,80.35
1319-YLZJG,0,12,84.6,959.9,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0,0.8546428,Month-to-month,Fiber optic,Electronic check,12,84.6
7623-TRNQN,0,1,49.9,49.9,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,1,0.51737976,Month-to-month,DSL,Mailed check,1,49.9
0377-JBKKT,0,22,57.95,1271.8,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,0,0.19806455,Month-to-month,DSL,Mailed check,22,57.95
1936-CZAKF,0,49,49.65,2409.9,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,0,0.1328681,Two year,DSL,Credit card (automatic),49,49.65
5063-IUOKK,0,13,19.75,265.75,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0,0.020296099,Two year,No,Mailed check,13,19.75
8646-JCOMS,0,66,90.55,6130.95,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,0,0.05719927,One year,Fiber optic,Bank transfer (automatic),66,90.55
0979-MOZQI,0,62,39.0,2337.45,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,0,0.026996542,Two year,DSL,Bank transfer (automatic),62,39.0
1525-LNLOJ,0,66,63.3,4189.7,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,0,0.017704934,Two year,DSL,Bank transfer (automatic),66,63.3
5759-RCVCB,0,3,35.2,108.95,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1,0.45872816,Month-to-month,DSL,Credit card (automatic),3,35.2
9968-FFVVH,0,63,68.8,4111.35,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,0,0.009918225,One year,DSL,Bank transfer (automatic),63,68.8
2266-FUBDZ,0,15,19.35,278.85,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0,0.012680659,Two year,No,Mailed check,15,19.35
4760-THGOT,0,43,94.1,4107.3,False,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0,0.2922937,Month-to-month,Fiber optic,Electronic check,43,94.1
2307-FYNNL,1,65,109.05,7108.2,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,0,0.409595,Two year,Fiber optic,Electronic check,65,109.05
1143-NMNQJ,0,2,85.7,169.8,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,1,0.9678407,Month-to-month,Fiber optic,Electronic check,2,85.7
1629-DQQVB,0,14,50.1,709.5,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.12529866,Month-to-month,DSL,Bank transfer (automatic),14,50.1
3766-EJLFL,0,68,109.05,7508.55,False,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,0,0.12959269,Two year,Fiber optic,Bank transfer (automatic),68,109.05
8457-XIGKN,0,20,19.6,356.15,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,0,0.05857437,Month-to-month,No,Credit card (automatic),20,19.6
4981-FLTMF,0,57,65.2,3687.85,False,True,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0.024394095,Month-to-month,DSL,Bank transfer (automatic),57,65.2
7606-BPHHN,0,72,19.8,1468.75,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,0,0.0005461763,Two year,No,Credit card (automatic),72,19.8
7005-CCBKV,0,6,84.4,556.35,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,1,0.7789514,Month-to-month,Fiber optic,Electronic check,6,84.4
4648-YPBTM,0,53,73.9,3958.25,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,0,0.020713443,Two year,DSL,Bank transfer (automatic),53,73.9
2325-ZUSFD,0,57,70.1,3913.3,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,1,0.017486833,One year,DSL,Bank transfer (automatic),57,70.1
1240-KNSEZ,0,1,20.1,20.1,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,1,0.84800327,Month-to-month,No,Mailed check,1,20.1
0430-IHCDJ,0,15,49.0,749.25,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0.7548312,Month-to-month,DSL,Electronic check,15,49.0
7957-RYHQD,1,40,79.2,3233.85,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,1,0.61470604,Month-to-month,Fiber optic,Credit card (automatic),40,79.2
6164-HAQTX,0,71,53.95,3888.65,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,0,0.004220487,Two year,DSL,Bank transfer (automatic),71,53.95
0749-IRGQE,1,13,45.3,528.45,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0,0.54291934,Month-to-month,DSL,Electronic check,13,45.3
1227-UDMZR,0,72,91.15,6637.9,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,0,0.0013178838,Two year,DSL,Bank transfer (automatic),72,91.15
5473-KHBPS,0,52,95.7,4976.15,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,False,0,0.15803906,One year,Fiber optic,Credit card (automatic),52,95.7
5297-MDOIR,0,63,81.15,5224.5,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,0,0.015981385,One year,Fiber optic,Credit card (automatic),63,81.15
8873-TMKGR,0,29,19.1,529.5,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.0030329062,One year,No,Mailed check,29,19.1
6481-ESCNL,0,29,100.55,2878.75,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,0,0.29501474,Month-to-month,Fiber optic,Bank transfer (automatic),29,100.55
0463-WZZKO,0,3,20.75,67.1,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,0,0.13061088,Month-to-month,No,Credit card (automatic),3,20.75
1038-RQOST,0,19,20.6,414.95,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0,0.07340121,Month-to-month,No,Mailed check,19,20.6
4937-QPZPO,0,61,99.9,6241.35,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0,0.85078126,One year,Fiber optic,Electronic check,61,99.9
3604-WLABM,0,10,54.25,583.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,0,0.3167465,Month-to-month,DSL,Electronic check,10,54.25
1360-XFJMR,0,67,109.7,7344.45,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,True,False,False,0,0.23174348,One year,Fiber optic,Credit card (automatic),67,109.7
8717-VCTXJ,0,42,19.55,839.4,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,0,0.016456217,One year,No,Mailed check,42,19.55
5196-SGOAK,0,1,75.7,75.7,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1,0.9130898,Month-to-month,Fiber optic,Electronic check,1,75.7
8739-XNIKG,0,5,84.0,424.75,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0,0.8724129,Month-to-month,Fiber optic,Electronic check,5,84.0
2320-TZRRH,0,20,19.5,403.15,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.015277397,One year,No,Mailed check,20,19.5
5186-SAMNZ,1,1,69.5,69.5,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0.9292631,Month-to-month,Fiber optic,Bank transfer (automatic),1,69.5
5760-FXFVO,0,6,78.95,494.95,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0.71676236,Month-to-month,Fiber optic,Electronic check,6,78.95
5380-WJKOV,0,34,106.35,3549.25,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,1,0.79507756,Month-to-month,Fiber optic,Electronic check,34,106.35
4703-MQYKT,0,21,19.6,390.4,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0,0.022304699,Two year,No,Mailed check,21,19.6
2001-MCUUW,0,46,108.65,4903.2,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,0,0.20114058,Two year,Fiber optic,Electronic check,46,108.65
4947-DSMXK,0,34,97.7,3410.0,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,0,0.61889017,Month-to-month,Fiber optic,Bank transfer (automatic),34,97.7
0076-LVEPS,0,29,45.0,1242.45,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,0,0.27301186,Month-to-month,DSL,Mailed check,29,45.0
5566-SOEZD,0,27,80.65,2209.75,True,True,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,0,0.1524466,One year,Fiber optic,Credit card (automatic),27,80.65
7408-OFWXJ,0,72,89.8,6510.45,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0,0.0016679578,Two year,DSL,Credit card (automatic),72,89.8
1097-FSPVW,0,42,54.55,2455.05,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0,0.19506787,Month-to-month,DSL,Credit card (automatic),42,54.55
4412-YLTKF,1,27,78.05,2135.5,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,1,0.534489,Month-to-month,Fiber optic,Electronic check,27,78.05
0420-TXVSG,0,66,66.1,4428.45,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True,True,False,False,0,0.06035624,Two year,DSL,Credit card (automatic),66,66.1
7817-BOQPW,0,2,75.55,166.3,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1,0.8453224,Month-to-month,Fiber optic,Electronic check,2,75.55
0963-ZBDRN,0,32,96.2,3183.4,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,1,0.3602225,Month-to-month,Fiber optic,Electronic check,32,96.2
9685-WKZGT,1,14,74.95,1036.75,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1,0.75009805,Month-to-month,Fiber optic,Electronic check,14,74.95
2139-FQHLM,0,19,89.95,1682.4,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,0,0.224002,Month-to-month,Fiber optic,Mailed check,19,89.95
5825-XJOCM,0,48,64.4,3035.35,True,False,True,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,0,0.04538854,One year,DSL,Bank transfer (automatic),48,64.4
0004-TLHLJ,0,4,73.9,280.85,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,1,0.73877776,Month-to-month,Fiber optic,Electronic check,4,73.9
7529-ZDFXI,1,57,89.85,4925.35,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0,0.20255499,Month-to-month,Fiber optic,Electronic check,57,89.85
6848-YLDFR,0,58,75.2,4300.8,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,True,False,False,0,0.06726419,One year,DSL,Credit card (automatic),58,75.2
5820-PTRYM,1,56,68.45,4014.0,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,True,False,False,0,0.058580138,One year,DSL,Credit card (automatic),56,68.45
2984-RGEYA,0,69,19.75,1375.4,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0,0.0062782387,Two year,No,Bank transfer (automatic),69,19.75
6434-TTGJP,0,10,53.7,521.0,True,True,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,0,0.013726664,Two year,DSL,Credit card (automatic),10,53.7
9643-AVVWI,0,3,80.0,241.3,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,0,0.683859,Month-to-month,Fiber optic,Electronic check,3,80.0
3506-OVLKD,0,35,26.2,954.9,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,0,0.019054558,One year,No,Bank transfer (automatic),35,26.2
4946-EDSEW,0,11,19.25,180.3,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,1,0.032507274,Month-to-month,No,Mailed check,11,19.25
2924-KHUVI,0,56,100.55,5514.95,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,True,False,0,0.6023109,One year,Fiber optic,Electronic check,56,100.55
2263-SFSQZ,0,51,24.95,1222.25,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,0,0.039386593,Two year,No,Mailed check,51,24.95
5281-BUZGT,1,36,90.85,3186.7,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,1,0.3461203,Month-to-month,Fiber optic,Electronic check,36,90.85
3717-FDJFU,0,5,20.45,106.9,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0,0.010607617,Two year,No,Mailed check,5,20.45
2239-CFOUJ,0,1,20.4,20.4,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.17149156,One year,No,Mailed check,1,20.4
8699-ASUFO,1,7,74.4,527.9,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,0.86039615,Month-to-month,Fiber optic,Mailed check,7,74.4
1122-YJBCS,0,69,53.65,3804.4,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,0,0.012931643,One year,DSL,Credit card (automatic),69,53.65
0628-CNQRM,0,22,67.5,1544.05,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,1,0.060136963,One year,DSL,Bank transfer (automatic),22,67.5
1705-GUHPV,0,63,24.2,1618.2,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0,0.00287045,Two year,No,Mailed check,63,24.2
4877-TSOFF,0,55,75.75,4264.25,False,True,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,False,0,0.040735845,One year,DSL,Bank transfer (automatic),55,75.75
7404-JLKQG,0,3,57.55,161.45,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,0,0.54225147,Month-to-month,DSL,Electronic check,3,57.55
0379-DJQHR,0,67,81.35,5398.6,True,True,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,0,0.010355815,Two year,DSL,Credit card (automatic),67,81.35
8993-PHFWD,0,3,25.25,58.9,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,0.48274234,Month-to-month,DSL,Electronic check,3,25.25
3930-ZGWVE,0,1,19.75,19.75,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0,0.6845279,Month-to-month,No,Mailed check,1,19.75
1965-DDBWU,0,16,89.05,1448.6,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,1,0.30083013,Month-to-month,Fiber optic,Credit card (automatic),16,89.05
7572-KPVKK,0,62,104.05,6590.5,True,False,True,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,0,0.49704885,Two year,Fiber optic,Electronic check,62,104.05
6854-EXGSF,0,8,65.5,573.15,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0,0.1744134,Month-to-month,DSL,Bank transfer (automatic),8,65.5
9483-GCPWE,0,9,20.1,190.25,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.095739275,One year,No,Mailed check,9,20.1
8053-WWDRO,0,6,19.5,146.3,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,1,0.23095663,Month-to-month,No,Bank transfer (automatic),6,19.5
9473-CBZOP,0,28,59.0,1654.45,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,0,0.012064238,One year,DSL,Mailed check,28,59.0
3985-HOYPM,0,26,19.4,525.55,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.016889377,One year,No,Mailed check,26,19.4
8378-LKJAF,0,38,101.15,3956.7,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,0,0.69286746,Month-to-month,Fiber optic,Credit card (automatic),38,101.15
1310-QRITU,0,18,50.3,913.3,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0.54133177,Month-to-month,DSL,Electronic check,18,50.3
3237-AJGEH,0,3,31.0,95.05,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,1,0.42600095,Month-to-month,DSL,Mailed check,3,31.0
6542-LWGXJ,0,3,25.0,78.25,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.6557273,Month-to-month,DSL,Mailed check,3,25.0
6953-PBDIN,0,70,72.95,5265.55,True,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,0,0.018649694,Two year,DSL,Bank transfer (automatic),70,72.95
6332-FBZRI,0,67,69.35,4653.25,True,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,True,False,False,0,0.11903297,One year,DSL,Credit card (automatic),67,69.35
9365-CSLBQ,0,71,24.35,1654.6,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0,0.0014786532,Two year,No,Mailed check,71,24.35
3466-WAESX,0,16,69.1,1083.7,True,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0,0.5392685,Month-to-month,DSL,Electronic check,16,69.1
9700-ISPUP,0,10,65.5,616.9,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,0,0.2762026,Month-to-month,DSL,Electronic check,10,65.5
5167-ZFFMM,0,1,90.85,90.85,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,1,0.95197415,Month-to-month,Fiber optic,Credit card (automatic),1,90.85
7669-LCRSD,0,12,56.3,628.65,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,0,0.2223996,Month-to-month,DSL,Mailed check,12,56.3
